Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,First,Last
2133,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,28.0,1991.0,20.9,11.0,7,4.0,5.0,2.0,1.0,18.0,5.6,17.0,327.0,94.0,28.7,54.0,160.0,113.0,14.0,2.0,0.0,12.0,7,18,16.0,0.0,Matches,Rodrigo,Rodrigo
2134,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Leganés,es La Liga,25.0,1994.0,21.5,63.0,32,30.0,23.0,10.0,18.0,43.0,41.9,25.0,386.0,113.0,29.3,136.0,162.0,88.0,44.0,3.0,0.0,41.0,17,80,35.0,0.0,Matches,Kévin Rodrigues,Kevin-Rodrigues
2135,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25.0,1994.0,0.1,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,1.0,20.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,Matches,Kévin Rodrigues,Kevin-Rodrigues
2136,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Leganés,es La Liga,21.0,1998.0,21.3,20.0,10,8.0,7.0,5.0,11.0,45.0,24.4,34.0,356.0,76.0,21.3,76.0,174.0,106.0,35.0,0.0,0.0,35.0,10,30,17.0,0.0,Matches,Óscar Rodríguez Arnaiz,Oscar-Rodriguez-Arnaiz
2137,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,32.0,1987.0,15.6,15.0,12,1.0,6.0,8.0,1.0,12.0,8.3,11.0,301.0,80.0,26.6,14.0,140.0,147.0,11.0,1.0,0.0,10.0,6,21,9.0,0.0,Matches,Ángel Rodríguez,Angel-Rodriguez
2138,Dani Rodríguez\Dani-Rodriguez,es ESP,MFFW,Mallorca,es La Liga,31.0,1988.0,33.8,64.0,36,25.0,27.0,12.0,14.0,54.0,25.9,40.0,762.0,199.0,26.1,189.0,389.0,184.0,51.0,4.0,0.0,47.0,18,82,34.0,0.0,Matches,Dani Rodríguez,Dani-Rodriguez
2139,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,es La Liga,25.0,1994.0,10.4,30.0,21,13.0,14.0,3.0,12.0,30.0,40.0,18.0,182.0,57.0,31.3,72.0,90.0,20.0,11.0,4.0,0.0,7.0,7,37,25.0,0.0,Matches,Guido Rodríguez,Guido-Rodriguez
2140,James Rodríguez\James-Rodriguez,co COL,MF,Real Madrid,es La Liga,28.0,1991.0,4.7,17.0,11,6.0,8.0,3.0,3.0,8.0,37.5,5.0,77.0,27.0,35.1,20.0,38.0,19.0,5.0,0.0,0.0,5.0,4,21,1.0,0.0,Matches,James Rodríguez,James-Rodriguez
2141,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,eng Premier League,30.0,1989.0,22.4,33.0,17,7.0,16.0,10.0,6.0,36.0,16.7,30.0,573.0,150.0,26.2,77.0,243.0,253.0,43.0,11.0,0.0,32.0,4,37,7.0,0.0,Matches,Jay Rodriguez,Jay-Rodriguez
2142,Mario Rodriguez\Mario-Rodriguez,es ESP,FW,Granada,es La Liga,22.0,1997.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Mario Rodriguez,Mario-Rodriguez
2143,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,26.0,1992.0,4.3,8.0,4,4.0,1.0,3.0,2.0,6.0,33.3,4.0,51.0,15.0,29.4,26.0,19.0,6.0,10.0,4.0,0.0,6.0,5,13,11.0,0.0,Matches,Ricardo Rodríguez,Ricardo-Rodriguez
2144,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,18.0,2001.0,11.3,5.0,4,1.0,4.0,0.0,2.0,20.0,10.0,18.0,182.0,43.0,23.6,33.0,91.0,58.0,17.0,2.0,0.0,15.0,8,13,5.0,0.0,Matches,Rodrygo,Rodrygo
2145,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28.0,1991.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Jack Rodwell,Jack-Rodwell
2146,Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,24.0,1995.0,25.7,86.0,61,42.0,34.0,10.0,21.0,82.0,25.6,61.0,632.0,186.0,29.4,246.0,290.0,96.0,55.0,15.0,0.0,40.0,28,114,11.0,0.0,Matches,Marko Rog,Marko-Rog
2147,Agustín Rogel\Agustin-Rogel,uy URU,DF,Toulouse,fr Ligue 1,21.0,1997.0,9.5,11.0,7,7.0,4.0,0.0,4.0,11.0,36.4,7.0,80.0,22.0,27.5,57.0,21.0,2.0,21.0,9.0,0.0,12.0,1,12,50.0,1.0,Matches,Agustín Rogel,Agustin-Rogel
2148,Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,21.0,1998.0,11.3,25.0,12,13.0,7.0,5.0,9.0,19.0,47.4,10.0,122.0,38.0,31.1,54.0,44.0,24.0,28.0,4.0,0.0,24.0,2,27,25.0,0.0,Matches,Rogério,Rogerio
2149,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29.0,1990.0,1.4,2.0,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,16.0,4.0,25.0,6.0,9.0,1.0,1.0,1.0,0.0,0.0,1,3,9.0,0.0,Matches,Marcos Rojo,Marcos-Rojo
2150,Filippo Romagna\Filippo-Romagna,it ITA,DF,Sassuolo,it Serie A,22.0,1997.0,16.4,14.0,7,9.0,5.0,0.0,2.0,4.0,50.0,2.0,100.0,32.0,32.0,65.0,34.0,1.0,34.0,19.0,0.0,15.0,5,19,84.0,0.0,Matches,Filippo Romagna,Filippo-Romagna
2151,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,24.0,1995.0,34.3,36.0,25,24.0,11.0,1.0,9.0,27.0,33.3,18.0,301.0,102.0,33.9,161.0,122.0,18.0,54.0,18.0,0.0,36.0,39,75,176.0,0.0,Matches,Alessio Romagnoli,Alessio-Romagnoli
2152,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,fr Ligue 1,35.0,1984.0,19.8,59.0,36,29.0,29.0,1.0,21.0,67.0,31.3,46.0,375.0,125.0,33.3,137.0,201.0,37.0,22.0,5.0,0.0,17.0,18,77,60.0,2.0,Matches,Alaixys Romao,Alaixys-Romao
2153,Cristian Romero\Cristian-Romero,ar ARG,DF,Genoa,it Serie A,21.0,1998.0,28.6,61.0,37,46.0,12.0,3.0,19.0,54.0,35.2,35.0,474.0,155.0,32.7,293.0,163.0,18.0,73.0,34.0,0.0,39.0,56,117,143.0,2.0,Matches,Cristian Romero,Cristian-Romero
2154,Luka Romero\Luka-Romero,ar ARG,MF,Mallorca,es La Liga,14.0,2004.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Luka Romero,Luka-Romero
2155,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,27.0,1991.0,20.7,56.0,39,22.0,28.0,6.0,29.0,83.0,34.9,54.0,441.0,141.0,32.0,170.0,221.0,50.0,58.0,15.0,0.0,43.0,21,77,56.0,0.0,Matches,Oriol Romeu,Oriol-Romeu
2156,Rômulo\Romulo,it ITA,MF,Brescia,it Serie A,32.0,1987.0,19.1,32.0,16,12.0,14.0,6.0,10.0,44.0,22.7,34.0,344.0,68.0,19.8,104.0,154.0,86.0,24.0,1.0,0.0,23.0,7,39,8.0,0.0,Matches,Rômulo,Romulo
2157,Rômulo\Romulo,it ITA,DF,Genoa,it Serie A,32.0,1987.0,0.2,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,0.0,Matches,Rômulo,Romulo
2158,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,34.0,1985.0,32.4,16.0,10,4.0,6.0,6.0,4.0,20.0,20.0,16.0,248.0,55.0,22.2,20.0,92.0,136.0,16.0,6.0,0.0,10.0,6,22,23.0,0.0,Matches,Cristiano Ronaldo,Cristiano-Ronaldo
2159,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,32.0,1987.0,14.2,29.0,18,15.0,12.0,2.0,10.0,22.0,45.5,12.0,149.0,53.0,35.6,80.0,56.0,13.0,30.0,5.0,0.0,25.0,19,48,66.0,1.0,Matches,Facundo Roncaglia,Facundo-Roncaglia
2160,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,24.0,1994.0,19.9,76.0,51,30.0,41.0,5.0,22.0,71.0,31.0,49.0,614.0,160.0,26.1,130.0,348.0,136.0,41.0,5.0,0.0,36.0,22,98,17.0,0.0,Matches,Valentin Rongier,Valentin-Rongier
2161,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,fr Ligue 1,24.0,1994.0,3.0,4.0,3,0.0,2.0,2.0,2.0,4.0,50.0,2.0,81.0,21.0,25.9,8.0,40.0,33.0,2.0,0.0,0.0,2.0,0,4,1.0,0.0,Matches,Valentin Rongier,Valentin-Rongier
2162,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,28.0,1991.0,30.2,75.0,49,28.0,33.0,14.0,36.0,97.0,37.1,61.0,653.0,201.0,30.8,188.0,355.0,110.0,52.0,8.0,0.0,44.0,28,103,59.0,1.0,Matches,Marten de Roon,Marten-de-Roon
2163,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Leganés,es La Liga,30.0,1988.0,20.8,39.0,23,23.0,14.0,2.0,22.0,45.0,48.9,23.0,236.0,72.0,30.5,91.0,96.0,49.0,38.0,3.0,0.0,35.0,10,49,58.0,0.0,Matches,Roberto Rosales,Roberto-Rosales
2164,Antonio Rosati\Antonio-Rosati,it ITA,GK,Torino,it Serie A,36.0,1983.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Antonio Rosati,Antonio-Rosati
2165,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,eng Premier League,29.0,1990.0,9.9,16.0,13,5.0,7.0,4.0,7.0,17.0,41.2,10.0,103.0,34.0,33.0,48.0,34.0,21.0,23.0,7.0,0.0,16.0,6,22,34.0,0.0,Matches,Danny Rose,Danny-Rose
2166,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29.0,1990.0,9.6,26.0,15,15.0,10.0,1.0,9.0,20.0,45.0,11.0,92.0,29.0,31.5,57.0,30.0,5.0,11.0,1.0,0.0,10.0,8,34,21.0,0.0,Matches,Danny Rose,Danny-Rose
2167,Luca Rossettini\Luca-Rossettini,it ITA,DF,Lecce,it Serie A,34.0,1985.0,25.1,24.0,16,18.0,6.0,0.0,10.0,30.0,33.3,20.0,180.0,55.0,30.6,135.0,37.0,8.0,49.0,22.0,0.0,27.0,18,42,166.0,1.0,Matches,Luca Rossettini,Luca-Rossettini
2168,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,28.0,1991.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Francesco Rossi,Francesco-Rossi
2169,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26.0,1993.0,26.3,42.0,27,21.0,17.0,4.0,16.0,36.0,44.4,20.0,366.0,132.0,36.1,152.0,157.0,57.0,66.0,4.0,0.0,62.0,15,57,65.0,0.0,Matches,Jérôme Roussillon,Jerome-Roussillon
2170,Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,31.0,1988.0,6.5,4.0,1,1.0,2.0,1.0,1.0,6.0,16.7,5.0,133.0,37.0,27.8,10.0,54.0,69.0,7.0,0.0,0.0,7.0,4,8,6.0,0.0,Matches,Nolan Roux,Nolan-Roux
2171,Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,17.0,2001.0,1.2,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,24.0,5.0,20.8,5.0,17.0,2.0,1.0,0.0,0.0,1.0,3,4,0.0,0.0,Matches,Nicolò Rovella,Nicolo-Rovella
2172,Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25.0,1994.0,35.9,63.0,39,35.0,23.0,5.0,27.0,53.0,50.9,26.0,483.0,139.0,28.8,271.0,170.0,42.0,76.0,37.0,1.0,39.0,25,88,201.0,2.0,Matches,Amir Rrahmani,Amir-Rrahmani
2173,Rubén\Ruben,es ESP,GK,Osasuna,es La Liga,35.0,1984.0,17.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Rubén,Ruben
2174,Waldo Rubio\Waldo-Rubio,es ESP,MFFW,Valladolid,es La Liga,23.0,1995.0,9.8,15.0,9,9.0,3.0,3.0,7.0,30.0,23.3,23.0,171.0,40.0,23.4,62.0,72.0,37.0,12.0,1.0,0.0,11.0,9,24,12.0,0.0,Matches,Waldo Rubio,Waldo-Rubio
2175,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,26.0,1993.0,19.0,43.0,24,28.0,13.0,2.0,13.0,21.0,61.9,8.0,166.0,64.0,38.6,99.0,64.0,3.0,27.0,8.0,0.0,19.0,3,46,108.0,2.0,Matches,Antonio Rüdiger,Antonio-Rudiger
2176,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Hoffenheim,de Bundesliga,29.0,1990.0,30.4,76.0,53,39.0,24.0,13.0,27.0,65.0,41.5,38.0,459.0,134.0,29.2,157.0,237.0,65.0,31.0,7.0,0.0,24.0,19,95,51.0,0.0,Matches,Sebastian Rudy,Sebastian-Rudy
2177,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32.0,1986.0,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Stéphane Ruffier,Stephane-Ruffier
2178,Dion Ruffo Luci\Dion-Ruffo-Luci,it ITA,MF,Bologna,it Serie A,18.0,2001.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Dion Ruffo Luci,Dion-Ruffo-Luci
2179,Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,25.0,1994.0,7.7,8.0,6,5.0,3.0,0.0,4.0,5.0,80.0,1.0,53.0,15.0,28.3,22.0,31.0,0.0,12.0,6.0,0.0,6.0,4,12,46.0,0.0,Matches,Daniele Rugani,Daniele-Rugani
2180,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,28.0,1991.0,21.8,37.0,25,17.0,13.0,7.0,12.0,27.0,44.4,15.0,229.0,81.0,35.4,90.0,85.0,54.0,43.0,6.0,1.0,37.0,13,50,46.0,0.0,Matches,Mário Rui,Mario-Rui
2181,Aitor Ruibal\Aitor-Ruibal,es ESP,DFFW,Leganés,es La Liga,23.0,1996.0,13.6,30.0,18,16.0,13.0,1.0,13.0,42.0,31.0,29.0,284.0,79.0,27.8,94.0,115.0,75.0,18.0,2.0,0.0,16.0,11,41,15.0,0.0,Matches,Aitor Ruibal,Aitor-Ruibal
2182,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,23.0,1996.0,29.8,48.0,33,22.0,20.0,6.0,21.0,70.0,30.0,49.0,549.0,165.0,30.1,162.0,248.0,139.0,47.0,4.0,0.0,43.0,18,66,22.0,1.0,Matches,Fabián Ruiz Peña,Fabian-Ruiz-Pena
2183,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27.0,1992.0,25.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2.0,0.0,Matches,Gerónimo Rulli,Geronimo-Rulli
2184,Lukas Rupp\Lukas-Rupp,de GER,MFFW,Hoffenheim,de Bundesliga,28.0,1991.0,3.8,11.0,3,3.0,7.0,1.0,5.0,7.0,71.4,2.0,74.0,18.0,24.3,24.0,37.0,13.0,8.0,1.0,0.0,7.0,5,16,2.0,0.0,Matches,Lukas Rupp,Lukas-Rupp
2185,Lukas Rupp\Lukas-Rupp,de GER,FWMF,Norwich City,eng Premier League,28.0,1991.0,7.7,13.0,9,7.0,3.0,3.0,2.0,15.0,13.3,13.0,192.0,48.0,25.0,80.0,83.0,29.0,17.0,1.0,0.0,16.0,9,22,4.0,1.0,Matches,Lukas Rupp,Lukas-Rupp
2186,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,27.0,1992.0,38.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,10.0,4.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,4.0,Matches,Mathew Ryan,Mathew-Ryan
2187,Julian Ryerson\Julian-Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21.0,1997.0,4.1,8.0,5,2.0,2.0,4.0,4.0,9.0,44.4,5.0,64.0,22.0,34.4,22.0,22.0,20.0,9.0,3.0,0.0,6.0,5,13,7.0,0.0,Matches,Julian Ryerson,Julian-Ryerson
2188,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26.0,1992.0,9.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Matches,Frederik Rønnow,Frederik-Ronnow
2189,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,MFFW,Wolfsburg,de Bundesliga,25.0,1994.0,18.1,38.0,22,18.0,11.0,9.0,15.0,45.0,33.3,30.0,401.0,114.0,28.4,70.0,184.0,147.0,38.0,1.0,0.0,37.0,13,51,9.0,0.0,Matches,João Victor Santos Sá,Joao-Victor-Santos-Sa
2190,Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MF,Nantes,fr Ligue 1,22.0,1996.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Roli Pereira de Sa,Roli-Pereira-de-Sa
2191,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26.0,1993.0,10.1,24.0,19,13.0,5.0,6.0,7.0,20.0,35.0,13.0,144.0,49.0,34.0,59.0,60.0,25.0,16.0,2.0,0.0,14.0,9,33,33.0,0.0,Matches,Youssouf Sabaly,Youssouf-Sabaly
2192,Stefano Sabelli\Stefano-Sabelli,it ITA,DF,Brescia,it Serie A,26.0,1993.0,35.2,104.0,60,61.0,37.0,6.0,48.0,139.0,34.5,91.0,719.0,182.0,25.3,411.0,244.0,64.0,94.0,15.0,1.0,79.0,49,153,95.0,0.0,Matches,Stefano Sabelli,Stefano-Sabelli
2193,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22.0,1996.0,11.6,22.0,17,8.0,13.0,1.0,7.0,23.0,30.4,16.0,202.0,58.0,28.7,58.0,106.0,38.0,16.0,4.0,0.0,12.0,8,30,19.0,0.0,Matches,Abdelhamid Sabiri,Abdelhamid-Sabiri
2194,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,25.0,1994.0,27.8,38.0,29,13.0,18.0,7.0,17.0,59.0,28.8,42.0,485.0,179.0,36.9,107.0,271.0,107.0,34.0,5.0,0.0,29.0,14,52,29.0,0.0,Matches,Marcel Sabitzer,Marcel-Sabitzer
2195,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,22.0,1997.0,1.6,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,25.0,7.0,28.0,5.0,12.0,8.0,2.0,0.0,0.0,2.0,0,1,0.0,0.0,Matches,Ihsan Sacko,Ihsan-Sacko
2196,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FWMF,Milan,it Serie A,20.0,1999.0,7.6,14.0,6,4.0,7.0,3.0,7.0,21.0,33.3,14.0,127.0,34.0,26.8,36.0,59.0,32.0,12.0,0.0,0.0,12.0,9,23,2.0,0.0,Matches,Alexis Saelemaekers,Alexis-Saelemaekers
2197,Jorge Sáenz\Jorge-Saenz,es ESP,DFFW,Celta Vigo,es La Liga,22.0,1996.0,4.1,4.0,0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,52.0,13.0,25.0,29.0,21.0,2.0,6.0,2.0,0.0,4.0,4,8,23.0,0.0,Matches,Jorge Sáenz,Jorge-Saenz
2198,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,de Bundesliga,30.0,1988.0,13.9,31.0,22,13.0,13.0,5.0,9.0,37.0,24.3,28.0,272.0,95.0,34.9,113.0,131.0,28.0,25.0,8.0,0.0,17.0,20,51,44.0,0.0,Matches,Nuri Şahin,Nuri-Sahin
2199,Wesley Saïd\Wesley-Said,fr FRA,MFFW,Toulouse,fr Ligue 1,24.0,1995.0,12.9,15.0,12,10.0,4.0,1.0,2.0,14.0,14.3,12.0,208.0,47.0,22.6,66.0,90.0,52.0,15.0,0.0,0.0,15.0,5,20,10.0,0.0,Matches,Wesley Saïd,Wesley-Said
2200,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,eng Premier League,22.0,1997.0,20.7,17.0,11,11.0,2.0,4.0,5.0,25.0,20.0,20.0,251.0,62.0,24.7,75.0,113.0,63.0,21.0,3.0,0.0,18.0,5,22,6.0,0.0,Matches,Allan Saint-Maximin,Allan-Saint-Maximin
2201,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,DFFW,Nîmes,fr Ligue 1,20.0,1998.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,50.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Théo Sainte-Luce,Theo-Sainte-Luce
2202,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,es La Liga,18.0,2001.0,6.4,16.0,11,4.0,10.0,2.0,5.0,21.0,23.8,16.0,203.0,40.0,19.7,59.0,103.0,41.0,12.0,0.0,0.0,12.0,2,18,0.0,0.0,Matches,Borja Sainz,Borja-Sainz
2203,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,29.0,1990.0,30.1,66.0,30,46.0,20.0,0.0,23.0,45.0,51.1,22.0,343.0,116.0,33.8,228.0,106.0,9.0,58.0,19.0,0.0,39.0,27,93,201.0,1.0,Matches,Romain Saïss,Romain-Saiss
2204,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,eng Premier League,17.0,2001.0,19.5,38.0,22,20.0,11.0,7.0,13.0,33.0,39.4,20.0,288.0,84.0,29.2,105.0,106.0,77.0,25.0,4.0,0.0,21.0,9,47,21.0,1.0,Matches,Bukayo Saka,Bukayo-Saka
2205,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,29.0,1990.0,18.0,63.0,35,28.0,26.0,9.0,25.0,48.0,52.1,23.0,231.0,81.0,35.1,84.0,102.0,45.0,38.0,6.0,0.0,32.0,11,74,49.0,0.0,Matches,Hiroki Sakai,Hiroki-Sakai
2206,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29.0,1990.0,10.3,12.0,7,10.0,1.0,1.0,0.0,5.0,0.0,5.0,53.0,15.0,28.3,34.0,19.0,0.0,15.0,5.0,0.0,10.0,7,19,53.0,1.0,Matches,Mamadou Sakho,Mamadou-Sakho
2207,Jacopo Sala\Jacopo-Sala,it ITA,DF,SPAL,it Serie A,27.0,1991.0,9.5,24.0,9,17.0,5.0,2.0,9.0,23.0,39.1,14.0,162.0,45.0,27.8,85.0,51.0,26.0,19.0,0.0,0.0,19.0,2,26,17.0,1.0,Matches,Jacopo Sala,Jacopo-Sala
2208,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,27.0,1992.0,32.0,21.0,13,3.0,5.0,13.0,4.0,27.0,14.8,23.0,552.0,180.0,32.6,48.0,162.0,342.0,13.0,3.0,0.0,10.0,5,26,2.0,0.0,Matches,Mohamed Salah,Mohamed-Salah
2209,Bartosz Salamon\Bartosz-Salamon,pl POL,DF,SPAL,it Serie A,28.0,1991.0,3.8,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,26.0,7.0,26.9,18.0,8.0,0.0,7.0,4.0,0.0,3.0,4,5,18.0,0.0,Matches,Bartosz Salamon,Bartosz-Salamon
2210,Eddy Salcedo\Eddy-Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,17.0,2001.0,7.6,3.0,1,2.0,0.0,1.0,0.0,6.0,0.0,6.0,127.0,35.0,27.6,16.0,47.0,64.0,4.0,0.0,0.0,4.0,1,4,2.0,0.0,Matches,Eddy Salcedo,Eddy-Salcedo
2211,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18.0,2001.0,11.0,26.0,19,21.0,5.0,0.0,6.0,11.0,54.5,5.0,88.0,39.0,44.3,52.0,32.0,4.0,17.0,7.0,0.0,10.0,16,42,49.0,1.0,Matches,William Saliba,William-Saliba
2212,Yannis Salibur\Yannis-Salibur,fr FRA,MFFW,Mallorca,es La Liga,28.0,1991.0,0.9,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,4.0,33.3,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1,1,2.0,0.0,Matches,Yannis Salibur,Yannis-Salibur
2213,Romain Salin\Romain-Salin,fr FRA,GK,Rennes,fr Ligue 1,35.0,1984.0,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Romain Salin,Romain-Salin
2214,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Valladolid,es La Liga,20.0,1999.0,30.3,52.0,33,40.0,12.0,0.0,19.0,38.0,50.0,19.0,235.0,72.0,30.6,168.0,64.0,3.0,44.0,28.0,1.0,16.0,16,68,243.0,4.0,Matches,Mohammed Salisu,Mohammed-Salisu
